Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
cattle subtotal,0,110.567667176148,0,SWE,2006,2764.19167940369,enteric fermentation
dairy cattle,0,52.1939305761476,0,SWE,2006,1304.84826440369,enteric fermentation
non-dairy cattle,0,58.3737366,0,SWE,2006,1459.343415,enteric fermentation
manure management,0,10.4034876499514,1.15615242324965,SWE,2006,604.62061337718,total
cattle subtotal,0,6.74964326882703,0.55671173179379,SWE,2006,334.641177795225,manure management
dairy cattle,0,3.10279308420865,0.27996498349975,SWE,2006,160.999392188142,manure management
non-dairy cattle,0,3.64685018461838,0.27674674829404,SWE,2006,173.641785607083,manure management
indirect n2o emissions,0,0,0.29598647058536,SWE,2006,88.2039682344373,manure management
total livestock,0,134.217982833205,1.15957061631602,SWE,2007,3701.00161449229,total
enteric fermentation,0,123.935905615599,0,SWE,2007,3098.39764038997,total
cattle subtotal,0,107.982139472742,0,SWE,2007,2699.55348681854,enteric fermentation
dairy cattle,0,49.8884931227417,0,SWE,2007,1247.21232806854,enteric fermentation
non-dairy cattle,0,58.09364635,0,SWE,2007,1452.34115875,enteric fermentation
manure management,0,10.2820772176059,1.15957061631602,SWE,2007,602.603974102321,total
cattle subtotal,0,6.92631477052311,0.56355734933808,SWE,2007,341.097959365826,manure management
dairy cattle,0,3.10986889025353,0.27416144253261,SWE,2007,159.446832131056,manure management
non-dairy cattle,0,3.81644588026958,0.28939590680547,SWE,2007,181.65112723477,manure management
indirect n2o emissions,0,0,0.29530774675864,SWE,2007,88.0017085340747,manure management
total livestock,0,134.571668385876,1.16066999630197,SWE,2008,3710.17136854488,total
enteric fermentation,0,124.385761836219,0,SWE,2008,3109.64404590546,total
cattle subtotal,0,108.27017676479,0,SWE,2008,2706.75441911975,enteric fermentation
dairy cattle,0,49.35653481479,0,SWE,2008,1233.91337036975,enteric fermentation
non-dairy cattle,0,58.91364195,0,SWE,2008,1472.84104875,enteric fermentation
manure management,0,10.1859065496571,1.16066999630197,SWE,2008,600.527322639415,total
cattle subtotal,0,6.86795577979018,0.56329858699621,SWE,2008,339.561873419625,manure management
dairy cattle,0,3.01283411456666,0.27078607613357,SWE,2008,156.01510355197,manure management
non-dairy cattle,0,3.85512166522352,0.29251251086264,SWE,2008,183.546769867655,manure management
indirect n2o emissions,0,0,0.29548076855636,SWE,2008,88.0532690297953,manure management
total livestock,0,132.64109063992,1.14134363562199,SWE,2009,3656.14766941334,total
enteric fermentation,0,122.585292388396,0,SWE,2009,3064.63230970989,total
cattle subtotal,0,106.186232388396,0,SWE,2009,2654.65580970989,enteric fermentation
dairy cattle,0,48.4164029883956,0,SWE,2009,1210.41007470989,enteric fermentation
non-dairy cattle,0,57.7698294,0,SWE,2009,1444.245735,enteric fermentation
manure management,0,10.055798251524,1.14134363562199,SWE,2009,591.515359703454,total
cattle subtotal,0,6.82543695632028,0.55885940081177,SWE,2009,337.176025349914,manure management
dairy cattle,0,3.03604593132157,0.26549555189563,SWE,2009,155.018822747937,manure management
non-dairy cattle,0,3.78939102499871,0.29336384891614,SWE,2009,182.157202601977,manure management
indirect n2o emissions,0,0,0.28639177857763,SWE,2009,85.3447500161337,manure management
total livestock,0,132.682657644846,1.14713448083956,SWE,2010,3658.91251641133,total
enteric fermentation,0,122.615917533949,0,SWE,2010,3065.39793834873,total
cattle subtotal,0,105.955742605378,0,SWE,2010,2648.89356513445,enteric fermentation
dairy cattle,0,47.2217363053779,0,SWE,2010,1180.54340763445,enteric fermentation
non-dairy cattle,0,58.7340063,0,SWE,2010,1468.3501575,enteric fermentation
manure management,0,10.0667401108965,1.14713448083956,SWE,2010,593.514578062601,total
cattle subtotal,0,6.80851728880168,0.55498346752588,SWE,2010,335.598005542754,manure management
dairy cattle,0,2.9690493156619,0.2589806130904,SWE,2010,151.402455592487,manure management
non-dairy cattle,0,3.83946797313978,0.29600285443548,SWE,2010,184.195549950268,manure management
indirect n2o emissions,0,0,0.28889655287571,SWE,2010,86.0911727569616,manure management
total livestock,0,131.525965393671,1.1353401261955,SWE,2011,3626.48049244802,total
enteric fermentation,0,121.393778384109,0,SWE,2011,3034.84445960272,total
cattle subtotal,0,104.369208526966,0,SWE,2011,2609.23021317415,enteric fermentation
dairy cattle,0,46.8927350269661,0,SWE,2011,1172.31837567415,enteric fermentation
non-dairy cattle,0,57.4764735,0,SWE,2011,1436.9118375,enteric fermentation
manure management,0,10.1321870095616,1.1353401261955,SWE,2011,591.6360328453,total
cattle subtotal,0,6.86946064539412,0.54861577813003,SWE,2011,335.224018017602,manure management
dairy cattle,0,3.04188371648035,0.25871519429315,SWE,2011,153.144220811367,manure management
non-dairy cattle,0,3.82757692891377,0.28990058383688,SWE,2011,182.079797206235,manure management
indirect n2o emissions,0,0,0.28140471372123,SWE,2011,83.8586046889265,manure management
total livestock,0,130.112591739453,1.11235370085205,SWE,2012,3584.29619634023,total
enteric fermentation,0,120.116802009207,0,SWE,2012,3002.92005023017,total
cattle subtotal,0,103.320927723493,0,SWE,2012,2583.02319308732,enteric fermentation
dairy cattle,0,46.9720441234926,0,SWE,2012,1174.30110308732,enteric fermentation
non-dairy cattle,0,56.3488836,0,SWE,2012,1408.72209,enteric fermentation
manure management,0,9.99578973024605,1.11235370085205,SWE,2012,581.376146110062,total
cattle subtotal,0,6.83769939601732,0.54181203198924,SWE,2012,332.402470433227,manure management
dairy cattle,0,3.08683782204909,0.25805618996552,SWE,2012,154.071690160952,manure management
non-dairy cattle,0,3.75086157396823,0.28375584202372,SWE,2012,178.330780272274,manure management
indirect n2o emissions,0,0,0.27641253276378,SWE,2012,82.3709347636064,manure management
total livestock,0,130.888238930934,1.14719931349474,SWE,2013,3614.07136869479,total
enteric fermentation,0,120.363781456066,0,SWE,2013,3009.09453640165,total
cattle subtotal,0,103.91933974178,0,SWE,2013,2597.98349354451,enteric fermentation
dairy cattle,0,47.1039663917804,0,SWE,2013,1177.59915979451,enteric fermentation
non-dairy cattle,0,56.81537335,0,SWE,2013,1420.38433375,enteric fermentation
manure management,0,10.5244574748681,1.14719931349474,SWE,2013,604.976832293134,total
cattle subtotal,0,7.30470680938134,0.56192801248841,SWE,2013,350.07221795608,manure management
dairy cattle,0,3.14301096595934,0.2568379360253,SWE,2013,155.112979084523,manure management
non-dairy cattle,0,4.161695843422,0.30509007646311,SWE,2013,194.959238871557,manure management
indirect n2o emissions,0,0,0.28741729921109,SWE,2013,85.6503551649048,manure management
total livestock,0,130.734088107482,1.14128867633436,SWE,2014,3608.45622823468,total
enteric fermentation,0,120.424051510149,0,SWE,2014,3010.60128775371,total
cattle subtotal,0,103.971887867291,0,SWE,2014,2599.29719668229,enteric fermentation
dairy cattle,0,47.6774752672914,0,SWE,2014,1191.93688168229,enteric fermentation
non-dairy cattle,0,56.2944126,0,SWE,2014,1407.360315,enteric fermentation
manure management,0,10.3100365973331,1.14128867633436,SWE,2014,597.854940480966,total
cattle subtotal,0,7.1916109583907,0.55984879855144,SWE,2014,346.625215928097,manure management
dairy cattle,0,3.09012167635222,0.25799523038802,SWE,2014,154.135620564435,manure management
non-dairy cattle,0,4.10148928203848,0.30185356816342,SWE,2014,192.489595363661,manure management
indirect n2o emissions,0,0,0.28525964682281,SWE,2014,85.0073747531974,manure management
total livestock,0,130.235327850356,1.14340760814505,SWE,2015,3596.61866348612,total
enteric fermentation,0,119.964241732982,0,SWE,2015,2999.10604332454,total
cattle subtotal,0,103.476869161553,0,SWE,2015,2586.92172903883,enteric fermentation
dairy cattle,0,47.5635231115532,0,SWE,2015,1189.08807778883,enteric fermentation
non-dairy cattle,0,55.91334605,0,SWE,2015,1397.83365125,enteric fermentation
manure management,0,10.271086117374,1.14340760814505,SWE,2015,597.512620161575,total
cattle subtotal,0,7.11782271274819,0.55423295848566,SWE,2015,343.106989447431,manure management
dairy cattle,0,3.05115222242454,0.25559859189676,SWE,2015,152.447185945848,manure management
non-dairy cattle,0,4.06667049032365,0.2986343665889,SWE,2015,190.659803501583,manure management
indirect n2o emissions,0,0,0.2861074667063,SWE,2015,85.2600250784774,manure management
total livestock,0,130.125079866383,1.12055672906273,SWE,2016,3587.05290192026,total
enteric fermentation,0,119.634664665113,0,SWE,2016,2990.86661662783,total
cattle subtotal,0,103.337483165113,0,SWE,2016,2583.43707912783,enteric fermentation
dairy cattle,0,46.428086015113,0,SWE,2016,1160.70215037783,enteric fermentation
non-dairy cattle,0,56.90939715,0,SWE,2016,1422.73492875,enteric fermentation
manure management,0,10.4904152012697,1.12055672906273,SWE,2016,596.186285292437,total
cattle subtotal,0,7.15955291582787,0.54417890859382,SWE,2016,341.154137656655,manure management
dairy cattle,0,3.01511867892776,0.24989972996972,SWE,2016,149.848086504171,manure management
non-dairy cattle,0,4.14443423690011,0.2942791786241,SWE,2016,191.306051152485,manure management
indirect n2o emissions,0,0,0.27381905934472,SWE,2016,81.5980796847266,manure management
total livestock,0,131.37184719995,1.12227731823276,SWE,2017,3618.7348208321,total
enteric fermentation,0,120.836635702467,0,SWE,2017,3020.91589256166,total
cattle subtotal,0,104.200156202467,0,SWE,2017,2605.00390506166,enteric fermentation
dairy cattle,0,45.5068388024665,0,SWE,2017,1137.67097006166,enteric fermentation
non-dairy cattle,0,58.6933174,0,SWE,2017,1467.332935,enteric fermentation
manure management,0,10.5352114974831,1.12227731823276,SWE,2017,597.81892827044,total
cattle subtotal,0,7.19209264376288,0.5454614449246,SWE,2017,342.349826681603,manure management
dairy cattle,0,2.93443407020873,0.2443164642299,SWE,2017,146.167158095728,manure management
non-dairy cattle,0,4.25765857355415,0.3011449806947,SWE,2017,196.182668585874,manure management
indirect n2o emissions,0,0,0.27523714353289,SWE,2017,82.0206687728012,manure management
total livestock,0,130.864583403937,1.11604927776903,SWE,2018,3604.19726987359,total
enteric fermentation,0,120.355188184385,0,SWE,2018,3008.87970460963,total
cattle subtotal,0,103.900950684385,0,SWE,2018,2597.52376710963,enteric fermentation
dairy cattle,0,44.644767384385,0,SWE,2018,1116.11918460963,enteric fermentation
non-dairy cattle,0,59.2561833,0,SWE,2018,1481.4045825,enteric fermentation
manure management,0,10.5093952195518,1.11604927776903,SWE,2018,595.317565263967,total
cattle subtotal,0,7.180020027305,0.54043410633947,SWE,2018,340.549864371787,manure management
dairy cattle,0,2.89981005148277,0.23819278918651,SWE,2018,143.476702464649,manure management
non-dairy cattle,0,4.28020997582223,0.30224131715296,SWE,2018,197.073161907138,manure management
indirect n2o emissions,0,0,0.27493541057916,SWE,2018,81.9307523525897,manure management
total livestock,0,128.952138035707,1.10710365492524,SWE,2019,3553.72034006039,total
enteric fermentation,0,118.310504740358,0,SWE,2019,2957.76261850894,total
cattle subtotal,0,102.317604240358,0,SWE,2019,2557.94010600894,enteric fermentation
dairy cattle,0,43.7811262903577,0,SWE,2019,1094.52815725894,enteric fermentation
non-dairy cattle,0,58.53647795,0,SWE,2019,1463.41194875,enteric fermentation
manure management,0,10.6416332953491,1.10710365492524,SWE,2019,595.95772155145,total
cattle subtotal,0,7.27664314675173,0.52574215479023,SWE,2019,338.587240796282,manure management
dairy cattle,0,2.81708173363602,0.22914262212062,SWE,2019,138.711544732845,manure management
non-dairy cattle,0,4.45956141311571,0.29659953266961,SWE,2019,199.875696063437,manure management
indirect n2o emissions,0,0,0.27494542106237,SWE,2019,81.9337354765863,manure management
total livestock,0,128.106664319493,1.10416723087809,SWE,2020,3531.70844278899,total
enteric fermentation,0,117.490370804661,0,SWE,2020,2937.25927011652,total
cattle subtotal,0,101.857476804661,0,SWE,2020,2546.43692011652,enteric fermentation
dairy cattle,0,44.5694156046608,0,SWE,2020,1114.23539011652,enteric fermentation
non-dairy cattle,0,57.2880612,0,SWE,2020,1432.20153,enteric fermentation
manure management,0,10.6162935148319,1.10416723087809,SWE,2020,594.449172672468,total
cattle subtotal,0,7.19767188599429,0.52351687024161,SWE,2020,335.949824481857,manure management
dairy cattle,0,2.8225942918075,0.23182077367826,SWE,2020,139.647447851309,manure management
non-dairy cattle,0,4.37507759418679,0.29169609656335,SWE,2020,196.302376630548,manure management
indirect n2o emissions,0,0,0.27386060257997,SWE,2020,81.6104595688311,manure management
total livestock,0,128.54802709385,1.09017342446566,SWE,2021,3538.57235783702,total
enteric fermentation,0,117.947874380631,0,SWE,2021,2948.69685951577,total
cattle subtotal,0,102.118420380631,0,SWE,2021,2552.96050951577,enteric fermentation
dairy cattle,0,44.7680420306308,0,SWE,2021,1119.20105076577,enteric fermentation
non-dairy cattle,0,57.35037835,0,SWE,2021,1433.75945875,enteric fermentation
manure management,0,10.6001527132194,1.09017342446566,SWE,2021,589.875498321251,total
cattle subtotal,0,7.22705046148935,0.52395734530521,SWE,2021,336.815550438186,manure management
dairy cattle,0,2.83963838196356,0.23213712408205,SWE,2021,140.16782252554,manure management
non-dairy cattle,0,4.38741207952579,0.29182022122316,SWE,2021,196.647727912646,manure management
indirect n2o emissions,0,0,0.2691078012306,SWE,2021,80.1941247667188,manure management
total livestock,0,989.952413774282,10.3499191939811,TUR,1990,27833.0862641634,total
enteric fermentation,0,895.868647414282,0,TUR,1990,22396.7161853571,total
cattle subtotal,0,595.601707414282,0,TUR,1990,14890.0426853571,enteric fermentation
dairy cattle,0,361.182857481607,0,TUR,1990,9029.57143704019,enteric fermentation
non-dairy cattle,0,234.418849932675,0,TUR,1990,5860.47124831687,enteric fermentation
manure management,0,94.08376636,10.3499191939811,TUR,1990,5436.37007880636,total
cattle subtotal,0,84.759172,3.15944076589722,TUR,1990,3060.49264823737,manure management
dairy cattle,0,79.274665,2.34815018296679,TUR,1990,2681.6153795241,manure management
non-dairy cattle,0,5.484507,0.81129058293043,TUR,1990,378.877268713268,manure management
indirect n2o emissions,0,0,3.00210876566758,TUR,1990,894.628412168939,manure management
total livestock,0,1026.47502759047,10.7947265628317,TUR,1991,28878.7042054856,total
enteric fermentation,0,928.856425475471,0,TUR,1991,23221.4106368868,total
cattle subtotal,0,631.09857197547,0,TUR,1991,15777.4642993868,enteric fermentation
dairy cattle,0,379.534819280898,0,TUR,1991,9488.37048202245,enteric fermentation
non-dairy cattle,0,251.563752694572,0,TUR,1991,6289.09381736431,enteric fermentation
manure management,0,97.618602115,10.7947265628317,TUR,1991,5657.29356859884,total
cattle subtotal,0,88.064663,3.37084147902255,TUR,1991,3206.12733574872,manure management
dairy cattle,0,82.21074,2.48238063622447,TUR,1991,2795.01792959489,manure management
non-dairy cattle,0,5.853923,0.88846084279808,TUR,1991,411.109406153828,manure management
indirect n2o emissions,0,0,3.24361529225465,TUR,1991,966.597357091886,manure management
total livestock,0,1014.18045107036,10.7495693849236,TUR,1992,28557.8829534661,total
enteric fermentation,0,920.982323850356,0,TUR,1992,23024.5580962589,total
cattle subtotal,0,631.438948850356,0,TUR,1992,15785.9737212589,enteric fermentation
dairy cattle,0,378.658992285459,0,TUR,1992,9466.47480713647,enteric fermentation
non-dairy cattle,0,252.779956564897,0,TUR,1992,6319.49891412243,enteric fermentation
manure management,0,93.19812722,10.7495693849236,TUR,1992,5533.32485720724,total
cattle subtotal,0,84.0076475,3.38801017652497,TUR,1992,3109.81822010444,manure management
dairy cattle,0,78.1269185,2.48837137160216,TUR,1992,2694.70763123744,manure management
non-dairy cattle,0,5.880729,0.89963880492281,TUR,1992,415.110588866997,manure management
indirect n2o emissions,0,0,3.28173886338347,TUR,1992,977.958181288274,manure management
total livestock,0,1002.26025901106,10.6602222072974,TUR,1993,28233.2526930511,total
enteric fermentation,0,905.445679591057,0,TUR,1993,22636.1419897764,total
cattle subtotal,0,630.116679591057,0,TUR,1993,15752.9169897764,enteric fermentation
dairy cattle,0,379.275265155944,0,TUR,1993,9481.8816288986,enteric fermentation
non-dairy cattle,0,250.841414435113,0,TUR,1993,6271.03536087784,enteric fermentation
manure management,0,96.81457942,10.6602222072974,TUR,1993,5597.11070327463,total
cattle subtotal,0,87.5353065,3.41358323615186,TUR,1993,3205.63046687325,manure management
dairy cattle,0,81.6572585,2.50786282612015,TUR,1993,2788.7745846838,manure management
non-dairy cattle,0,5.878048,0.90572041003171,TUR,1993,416.85588218945,manure management
indirect n2o emissions,0,0,3.33227890388289,TUR,1993,993.019113357101,manure management
total livestock,0,1000.00257402846,10.5120335803217,TUR,1994,28132.6503576473,total
enteric fermentation,0,893.573066238457,0,TUR,1994,22339.3266559614,total
cattle subtotal,0,631.767566238457,0,TUR,1994,15794.1891559614,enteric fermentation
dairy cattle,0,384.19121291358,0,TUR,1994,9604.7803228395,enteric fermentation
non-dairy cattle,0,247.576353324877,0,TUR,1994,6189.40883312192,enteric fermentation
manure management,0,106.42950779,10.5120335803217,TUR,1994,5793.32370168588,total
cattle subtotal,0,96.67156525,3.45462738716605,TUR,1994,3446.26809262548,manure management
dairy cattle,0,90.85274525,2.54844968291328,TUR,1994,3030.75663675816,manure management
non-dairy cattle,0,5.81882,0.90617770425277,TUR,1994,415.511455867325,manure management
indirect n2o emissions,0,0,3.32834495500444,TUR,1994,991.846796591323,manure management
total livestock,0,973.644166276422,10.0583157854317,TUR,1995,27338.4822609692,total
enteric fermentation,0,872.607710716422,0,TUR,1995,21815.1927679105,total
cattle subtotal,0,626.294526716422,0,TUR,1995,15657.3631679105,enteric fermentation
dairy cattle,0,377.249929204041,0,TUR,1995,9431.24823010103,enteric fermentation
non-dairy cattle,0,249.04459751238,0,TUR,1995,6226.11493780951,enteric fermentation
manure management,0,101.03645556,10.0583157854317,TUR,1995,5523.28949305864,total
cattle subtotal,0,92.76330675,3.45924371813364,TUR,1995,3349.93729675383,manure management
dairy cattle,0,86.85989275,2.52938522617232,TUR,1995,2925.25411614935,manure management
non-dairy cattle,0,5.903414,0.92985849196132,TUR,1995,424.683180604473,manure management
indirect n2o emissions,0,0,3.10453299862517,TUR,1995,925.150833590301,manure management
total livestock,0,973.852861714883,10.1210729980964,TUR,1996,27362.4012963048,total
enteric fermentation,0,871.677287914883,0,TUR,1996,21791.9321978721,total
cattle subtotal,0,631.815287914882,0,TUR,1996,15795.3821978721,enteric fermentation
dairy cattle,0,383.467770482997,0,TUR,1996,9586.69426207491,enteric fermentation
non-dairy cattle,0,248.347517431886,0,TUR,1996,6208.68793579715,enteric fermentation
manure management,0,102.1755738,10.1210729980964,TUR,1996,5570.46909843273,total
cattle subtotal,0,93.889982,3.51726848743066,TUR,1996,3395.39555925434,manure management
dairy cattle,0,87.972193,2.58226969514735,TUR,1996,2968.82119415391,manure management
non-dairy cattle,0,5.917789,0.93499879228331,TUR,1996,426.574365100426,manure management
indirect n2o emissions,0,0,3.17838711166678,TUR,1996,947.159359276701,manure management
total livestock,0,904.858605959791,9.58888698625984,TUR,1997,25478.9534709002,total
enteric fermentation,0,812.532462959791,0,TUR,1997,20313.3115739948,total
cattle subtotal,0,593.40046295979,0,TUR,1997,14835.0115739948,enteric fermentation
dairy cattle,0,360.120722737749,0,TUR,1997,9003.01806844374,enteric fermentation
non-dairy cattle,0,233.279740222041,0,TUR,1997,5831.99350555102,enteric fermentation
manure management,0,92.326143,9.58888698625984,TUR,1997,5165.64189690543,total
cattle subtotal,0,84.519929,3.31558157118942,TUR,1997,3101.04153321445,manure management
dairy cattle,0,78.926603,2.43592961532597,TUR,1997,2699.07210036714,manure management
non-dairy cattle,0,5.593326,0.87965195586345,TUR,1997,401.969432847308,manure management
indirect n2o emissions,0,0,3.1016508620448,TUR,1997,924.29195688935,manure management
total livestock,0,894.712804505862,9.6338016106459,TUR,1998,25238.692992619,total
enteric fermentation,0,795.609986575862,0,TUR,1998,19890.2496643966,total
cattle subtotal,0,583.788086575862,0,TUR,1998,14594.7021643966,enteric fermentation
dairy cattle,0,354.269079433443,0,TUR,1998,8856.72698583608,enteric fermentation
non-dairy cattle,0,229.519007142419,0,TUR,1998,5737.97517856047,enteric fermentation
manure management,0,99.10281793,9.6338016106459,TUR,1998,5348.44332822248,total
cattle subtotal,0,90.08582125,3.2699036942113,TUR,1998,3226.57683212497,manure management
dairy cattle,0,84.54386925,2.39968902138325,TUR,1998,2828.70405962221,manure management
non-dairy cattle,0,5.541952,0.87021467282805,TUR,1998,397.872772502759,manure management
indirect n2o emissions,0,0,3.24930951838731,TUR,1998,968.294236479418,manure management
total livestock,0,900.692079397985,9.71198214580461,TUR,1999,25411.4726643994,total
enteric fermentation,0,798.524459907985,0,TUR,1999,19963.1114976996,total
cattle subtotal,0,585.625459907985,0,TUR,1999,14640.6364976996,enteric fermentation
dairy cattle,0,358.11483761347,0,TUR,1999,8952.87094033674,enteric fermentation
non-dairy cattle,0,227.510622294515,0,TUR,1999,5687.76555736288,enteric fermentation
manure management,0,102.16761949,9.71198214580461,TUR,1999,5448.36116669977,total
cattle subtotal,0,92.66399,3.30465747589322,TUR,1999,3301.38767781618,manure management
dairy cattle,0,87.147873,2.43552060411917,TUR,1999,2904.48196502751,manure management
non-dairy cattle,0,5.516117,0.86913687177405,TUR,1999,396.905712788667,manure management
indirect n2o emissions,0,0,3.27809236807472,TUR,1999,976.871525686266,manure management
total livestock,0,862.703598059162,9.42471728025617,TUR,2000,24376.1557009954,total
enteric fermentation,0,769.355201979162,0,TUR,2000,19233.8800494791,total
cattle subtotal,0,570.893701979162,0,TUR,2000,14272.3425494791,enteric fermentation
dairy cattle,0,343.688400240722,0,TUR,2000,8592.21000601806,enteric fermentation
non-dairy cattle,0,227.20530173844,0,TUR,2000,5680.132543461,enteric fermentation
manure management,0,93.34839608,9.42471728025617,TUR,2000,5142.27565151634,total
cattle subtotal,0,84.72558275,3.21325378686333,TUR,2000,3075.68919723527,manure management
dairy cattle,0,79.24415575,2.33984856532107,TUR,2000,2678.37876621568,manure management
non-dairy cattle,0,5.481427,0.87340522154226,TUR,2000,397.310431019594,manure management
indirect n2o emissions,0,0,3.26481492807832,TUR,2000,972.914848567339,manure management
total livestock,0,845.101992248829,9.00222927730232,TUR,2001,23810.2141308568,total
enteric fermentation,0,748.555399998829,0,TUR,2001,18713.8849999707,total
cattle subtotal,0,559.343419998829,0,TUR,2001,13983.5854999707,enteric fermentation
dairy cattle,0,332.229373842298,0,TUR,2001,8305.73434605744,enteric fermentation
non-dairy cattle,0,227.114046156531,0,TUR,2001,5677.85115391328,enteric fermentation
manure management,0,96.54659225,9.00222927730232,TUR,2001,5096.32913088609,total
cattle subtotal,0,87.99917775,3.14341792291286,TUR,2001,3136.71798477803,manure management
dairy cattle,0,82.53699675,2.26711206140057,TUR,2001,2739.02431304737,manure management
non-dairy cattle,0,5.462181,0.87630586151229,TUR,2001,397.693671730662,manure management
indirect n2o emissions,0,0,3.06541735929685,TUR,2001,913.494373070461,manure management
total livestock,0,759.656371194076,8.46803699546948,TUR,2002,21514.8843045018,total
enteric fermentation,0,678.980247464076,0,TUR,2002,16974.5061866019,total
cattle subtotal,0,501.854559464076,0,TUR,2002,12546.3639866019,enteric fermentation
dairy cattle,0,289.118146407663,0,TUR,2002,7227.95366019157,enteric fermentation
non-dairy cattle,0,212.736413056413,0,TUR,2002,5318.41032641033,enteric fermentation
manure management,0,80.67612373,8.46803699546948,TUR,2002,4540.37811789991,total
cattle subtotal,0,72.7806485,2.80783260495479,TUR,2002,2656.25032877653,manure management
dairy cattle,0,67.3697245,1.98317978798872,TUR,2002,2275.23068932064,manure management
non-dairy cattle,0,5.410924,0.82465281696607,TUR,2002,381.019639455889,manure management
indirect n2o emissions,0,0,2.99696921986509,TUR,2002,893.096827519797,manure management
total livestock,0,831.515432637422,9.00333974672051,TUR,2003,23470.8810604583,total
enteric fermentation,0,754.977471077422,0,TUR,2003,18874.4367769355,total
cattle subtotal,0,577.580306077422,0,TUR,2003,14439.5076519355,enteric fermentation
dairy cattle,0,299.570647422487,0,TUR,2003,7489.26618556217,enteric fermentation
non-dairy cattle,0,278.009658654935,0,TUR,2003,6950.24146637337,enteric fermentation
manure management,0,76.53796156,9.00333974672051,TUR,2003,4596.44428352271,total
cattle subtotal,0,68.4654795,3.00712817228304,TUR,2003,2607.76118284035,manure management
dairy cattle,0,62.8115255,1.8765765650846,TUR,2003,2129.50795389521,manure management
non-dairy cattle,0,5.653954,1.13055160719844,TUR,2003,478.253228945135,manure management
indirect n2o emissions,0,0,3.29721987656531,TUR,2003,982.571523216462,manure management
total livestock,0,833.567079617805,9.12637939404702,TUR,2004,23558.8380498711,total
enteric fermentation,0,758.745604177805,0,TUR,2004,18968.6401044451,total
cattle subtotal,0,584.447899177804,0,TUR,2004,14611.1974794451,enteric fermentation
dairy cattle,0,288.836057171535,0,TUR,2004,7220.90142928838,enteric fermentation
non-dairy cattle,0,295.611842006269,0,TUR,2004,7390.29605015673,enteric fermentation
manure management,0,74.82147544,9.12637939404702,TUR,2004,4590.19794542601,total
cattle subtotal,0,66.39591775,3.04888601025667,TUR,2004,2568.46597480649,manure management
dairy cattle,0,60.20229375,1.76997334218048,TUR,2004,2032.50939971978,manure management
non-dairy cattle,0,6.193624,1.27891266807619,TUR,2004,535.956575086705,manure management
indirect n2o emissions,0,0,3.40584967988831,TUR,2004,1014.94320460672,manure management
total livestock,0,865.543341198908,9.47080199348323,TUR,2005,24460.8825240307,total
enteric fermentation,0,787.180341123908,0,TUR,2005,19679.5085280977,total
cattle subtotal,0,613.159457623908,0,TUR,2005,15328.9864405977,enteric fermentation
dairy cattle,0,299.596291262755,0,TUR,2005,7489.90728156887,enteric fermentation
non-dairy cattle,0,313.563166361154,0,TUR,2005,7839.07915902884,enteric fermentation
manure management,0,78.363000075,9.47080199348323,TUR,2005,4781.373995933,total
cattle subtotal,0,69.6742095,3.19941343398958,TUR,2005,2695.2804408289,manure management
dairy cattle,0,63.1458645,1.84159674639577,TUR,2005,2127.44244292594,manure management
non-dairy cattle,0,6.528345,1.35781668759381,TUR,2005,567.837997902955,manure management
indirect n2o emissions,0,0,3.58643692940055,TUR,2005,1068.75820496136,manure management
total livestock,0,896.106735137596,9.98871521779296,TUR,2006,25379.3055133422,total
enteric fermentation,0,814.075614072596,0,TUR,2006,20351.8903518149,total
cattle subtotal,0,638.252245572596,0,TUR,2006,15956.3061393149,enteric fermentation
dairy cattle,0,318.447532294908,0,TUR,2006,7961.18830737271,enteric fermentation
non-dairy cattle,0,319.804713277688,0,TUR,2006,7995.1178319422,enteric fermentation
manure management,0,82.031121065,9.98871521779296,TUR,2006,5027.4151615273,total
cattle subtotal,0,73.56451425,3.39267139542725,TUR,2006,2850.12893208732,manure management
dairy cattle,0,66.88108425,1.97359675132983,TUR,2006,2260.15893814629,manure management
non-dairy cattle,0,6.68343,1.41907464409742,TUR,2006,589.969993941031,manure management
indirect n2o emissions,0,0,3.8512030276721,TUR,2006,1147.65850224629,manure management
total livestock,0,910.323017470216,9.72651023767382,TUR,2007,25656.5754875822,total
enteric fermentation,0,823.005351880216,0,TUR,2007,20575.1337970054,total
cattle subtotal,0,651.057613880216,0,TUR,2007,16276.4403470054,enteric fermentation
dairy cattle,0,326.084840832435,0,TUR,2007,8152.12102081089,enteric fermentation
non-dairy cattle,0,324.972773047781,0,TUR,2007,8124.31932619452,enteric fermentation
manure management,0,87.31766559,9.72651023767382,TUR,2007,5081.4416905768,total
cattle subtotal,0,78.690632,3.51218190941698,TUR,2007,3013.89600900626,manure management
dairy cattle,0,71.883321,2.03300764193776,TUR,2007,2402.91930229745,manure management
non-dairy cattle,0,6.807311,1.47917426747922,TUR,2007,610.976706708808,manure management
indirect n2o emissions,0,0,3.59213655306548,TUR,2007,1070.45669281351,manure management
total livestock,0,887.684475434027,9.46582320521527,TUR,2008,25012.9272010048,total
enteric fermentation,0,803.362874344027,0,TUR,2008,20084.0718586007,total
cattle subtotal,0,642.606397344027,0,TUR,2008,16065.1599336007,enteric fermentation
dairy cattle,0,319.212602511506,0,TUR,2008,7980.31506278764,enteric fermentation
