Cattle Type,Population,kg,VS,B0,IEF,CH4.kt,Type.A,Country,Year,Nitrogen excretion rate,Typical animal mass,Anarobic.Lagoon,Liquid.System,Daily.Spread,Solid.Storage,Pasture,Composting,Digester,Burned,Other,Total.N,Total.N.Vol,Total.N.Leaching,Direct.IEF,Indirect.IEF.Atmos,Indirect.IEF.Leaching,Direct.N2O,Indirect.N2O.Atmos,Indirect.N2O.Leaching,N2O.Vol.IEF,N2O.Runoff.IEF
non-dairy cattle,2455.415,437.41159233775153,1.51295448567426,0.18,3.13821430627318,7.70561848083777,Non-Dairy Cattle,BEL,1998,57.5707848245612,437.411592337752,,22533705.414836,,71633811.1809503,47192652.0242137,,,,,141360168.62,,,0.56071999799217,,,1.37680029386995,,,0.00244758530447982,0.000103020075648449
dairy cattle,623.296,622.000542278468,3.44688855191937,0.24,14.22288186069538,8.86506537224399,Dairy Cattle,BEL,1999,113.313915282627,622.000542278468,,22790298.7150608,,24329620.6941556,23508190.7307836,,,,,70628110.14,,,0.79264014743056,,,0.49404943333288,,,0.00245781952803025,0.000104287252768276
non-dairy cattle,2461.8070000000002,439.31492923693867,1.51979544517499,0.18,3.1243531501698,7.69155445556006,Non-Dairy Cattle,BEL,1999,57.799084278337,439.314929236939,,22321356.3766782,,71874705.4840287,48094128.4092932,,,,,142290190.27,,,0.55751221053375,,,1.37248746247747,,,0.00245781952803025,0.000104287252768276
dairy cattle,581.4614673442054,622.9353976986845,3.54875725724141,0.24,14.62358847850431,8.50305321454893,Dairy Cattle,BEL,2000,107.797985236541,622.935397698685,,19821329.9602204,,21438495.1374629,21420549.5747046,,,,,62680374.6723879,,,0.71300657139604,,,0.41458584723,,,0.00291760957302868,0.000119393910954711
non-dairy cattle,2412.350532655795,441.3943887833311,1.51710615544212,0.18,3.00699089835351,7.25391609533422,Non-Dairy Cattle,BEL,2000,54.9683117410087,441.394388783331,,19414650.3662758,,68083624.8824236,45104560.8589127,,,,,132602836.107612,,,0.53439864444178,,,1.28915685456967,,,0.00291760957302868,0.000119393910954711
dairy cattle,570.7972276122787,623.3439290792262,3.57993829503251,0.24,16.15298366585094,9.22007829413414,Dairy Cattle,BEL,2001,107.9903218105,623.343929079226,,21485987.0292226,,20169743.1629423,19984846.1162262,,,,,61640576.308391,,,0.66938034579461,,,0.38208044559771,,,0.00293021534910909,0.000125211773329828
non-dairy cattle,2406.446772387721,449.3781429999167,1.53841692403022,0.18,2.95557300377885,7.11242911549989,Non-Dairy Cattle,BEL,2001,55.6113459176263,449.378142999917,,18918448.4855381,,68251755.6021174,46655539.8039534,,,,,133825743.891609,,,0.53121367598564,,,1.27833743602387,,,0.00293021534910909,0.000125211773329828
dairy cattle,551.0075450020977,623.3785364952688,3.66573255103868,0.24,16.51887024453162,9.10202213964757,Dairy Cattle,BEL,2002,108.033385774934,623.378536495269,,20742147.8355405,,19477393.0453919,19307669.7831783,,,,,59527210.6641108,,,0.66917843642333,,,0.36872236742196,,,0.00295063178088631,0.000124235808897014
non-dairy cattle,2298.763454997902,452.9655687224786,1.53609727335731,0.18,2.98065215347029,6.85181424245829,Non-Dairy Cattle,BEL,2002,55.9527615883932,452.965568722479,,18429236.0322546,,65663722.2020844,44529205.3012697,,,,,128622163.535609,,,0.53887145860997,,,1.23873801599402,,,0.00295063178088631,0.000124235808897014
dairy cattle,532.2890134536768,623.2471452298289,3.70316596135917,0.24,16.72880923849525,8.90456136581339,Dairy Cattle,BEL,2003,107.944755974203,623.247145229829,,20051857.6605336,,18803813.7858004,18602136.2086726,,,,,57457807.6550067,,,0.67071940811675,,,0.3570165720507,,,0.00297102206334735,0.000124357747392332
non-dairy cattle,2206.7139865463228,452.92599204710103,1.52831324331337,0.18,2.98218159415869,6.580821834251,Non-Dairy Cattle,BEL,2003,55.9151715252896,452.925992047101,,17748542.723597,,63037167.0353966,42603081.3059998,,,,,123388791.064993,,,0.54016078435052,,,1.19198035781012,,,0.00297102206334735,0.000124357747392332
dairy cattle,515.0636828789413,623.2164495333105,3.7805628969551,0.24,17.09159519100361,8.80325996535432,Dairy Cattle,BEL,2004,107.930304440283,623.216449533311,,19407688.2606475,,18193710.4758269,17989581.362783,,,,,55590980.0992573,,,0.67115167099496,,,0.34568585143302,,,0.00296491831075843,0.000126891746807621
non-dairy cattle,2186.3421171210593,456.1967703574644,1.53867901423053,0.18,2.97212906025957,6.49809094196494,Non-Dairy Cattle,BEL,2004,56.2835326846192,456.196770357464,,17457919.0572213,,62735514.3303568,42861624.6211647,,,,,123055058.008743,,,0.53908812814967,,,1.17863107941357,,,0.00296491831075843,0.000126891746807621
dairy cattle,494.7434469737531,623.2887369615049,3.84558962883934,0.24,17.36844751336172,8.59292559134329,Dairy Cattle,BEL,2005,107.964337361477,623.288736961505,,18631327.8286297,,17479543.82215,17303776.7656744,,,,,53414648.416454,,,0.67014974901666,,,0.3315521968171,,,0.00297283393169044,0.000128344519158689
non-dairy cattle,2169.418953026247,456.32814129429545,1.53498266630302,0.18,2.97269250113728,6.44901545348622,Non-Dairy Cattle,BEL,2005,56.2594557889756,456.328141294295,,17279242.233733,,62033063.3578736,42738024.0839393,,,,,122050329.675546,,,0.53513287677223,,,1.16092740525714,,,0.00297283393169044,0.000128344519158689
dairy cattle,478.86381104494416,623.3470346727678,3.87485066744802,0.24,19.11646518716407,9.15418337323339,Dairy Cattle,BEL,2006,107.991783923939,623.347034672768,,19758213.222338,,16178510.8461246,15776633.142897,,,,,51713357.2113596,,,0.63196282602464,,,0.30262412730889,,,0.00297058781330311,0.000128044635061606
non-dairy cattle,2150.6212689550557,457.58737090012454,1.55520642933342,0.18,3.05210710516341,6.56392645549327,Non-Dairy Cattle,BEL,2006,56.38783778176,457.587370900125,,18186675.5638673,,60521750.8253469,42560456.8546262,,,,,121268883.24384,,,0.52974450155416,,,1.13927979215438,,,0.00297058781330311,0.000128044635061606
dairy cattle,473.21299999999997,623.1697988009628,3.94947031290582,0.24,19.52234029986391,9.2382252203195,Dairy Cattle,BEL,2007,114.627975991386,623.169798800963,,21246821.0992943,,16959994.5397797,16036632.7637375,,,,,54243448.4028115,,,0.698172328954,,,0.33038422230131,,,0.00296379980873029,0.000128601181987301
non-dairy cattle,2169.5796800000003,465.1982913759591,1.54677893034894,0.18,2.79712256825234,6.06858028654969,Non-Dairy Cattle,BEL,2007,54.2121052170725,465.198291375959,,15817866.6339696,,62171057.690516,39628557.5744968,,,,,117617481.898982,,,0.54819840109065,,,1.18936011161476,,,0.00296379980873029,0.000128601181987301
dairy cattle,469.423,623.2215933177539,3.96141490957252,0.24,19.59288444724487,9.19735059587903,Dairy Cattle,BEL,2008,114.991522760853,623.221593317754,,21150465.6119572,,16877384.8354882,15951815.1415225,,,,,53979665.588968,,,0.7007552261883,,,0.32895062054299,,,0.00293254026222253,0.000124116027792687
non-dairy cattle,2149.9696799999997,465.3073023290263,1.53794595253284,0.18,2.82630745721856,6.07647533937781,Non-Dairy Cattle,BEL,2008,53.798796352775,465.307302329026,,16102281.6977388,,61108440.4482385,38455058.8329836,,,,,115665780.978961,,,0.54828717402408,,,1.17880080008466,,,0.00293254026222253,0.000124116027792687
dairy cattle,467.611,623.3834319551936,4.05728836613665,0.24,20.08210526960405,9.39061332722482,Dairy Cattle,BEL,2009,115.836711339473,623.383431955194,,21226508.123342,,16935752.7386947,16004259.5641257,,,,,54166520.4261624,,,0.70605658936826,,,0.33015982781108,,,0.00291227996977511,0.000122410814686511
non-dairy cattle,2147.779,463.5848994472895,1.53370400084852,0.18,2.83027884381507,6.07881346489029,Non-Dairy Cattle,BEL,2009,53.5830350817275,463.58489944729,,16168450.0340039,,60939491.1980043,37976576.2727894,,,,,115084517.504798,,,0.54928976119658,,,1.17975301401304,,,0.00291227996977511,0.000122410814686511
dairy cattle,463.40599999999995,623.1727685873728,4.11811244488831,0.24,20.44599159322128,9.4747951802483,Dairy Cattle,BEL,2010,116.90604631011,623.172768587373,,21365060.1727173,,16935787.1114442,15874116.0122213,,,,,54174963.2963828,,,0.71982224119336,,,0.33356994550245,,,0.00288996028024785,0.000119128195564467
non-dairy cattle,2148.832088,461.0921056917873,1.52712296605443,0.18,2.86178429237294,6.14949391638535,Non-Dairy Cattle,BEL,2010,53.4308228823393,461.092105691787,,16454401.640236,,60720567.7900281,37638897.2575513,,,,,114813866.687815,,,0.54905356698098,,,1.17982392275958,,,0.00288996028024785,0.000119128195564467
dairy cattle,456.13460000000003,622.901858354968,4.18294516877289,0.24,22.5354864465358,10.27921509609603,Dairy Cattle,BEL,2011,117.415294441597,622.901858354968,,23223602.5072472,,15321765.5497939,15011810.3069589,,,,,53557178.364,,,0.63054267005796,,,0.28761232858982,,,0.00286986989522288,0.000116625644904959
non-dairy cattle,2116.0457056,460.4304576467273,1.50694161007254,0.18,2.7356426794728,5.7887449439545,Non-Dairy Cattle,BEL,2011,53.3302719621483,460.430457646727,,15257863.2791815,,60625858.693049,36965570.9917534,,,,,112849292.963984,,,0.56225408522967,,,1.18975534250629,,,0.00286986989522288,0.000116625644904959
dairy cattle,456.3926241138553,622.5487456675581,4.1579344475306,0.24,22.5270524056835,10.28118056098023,Dairy Cattle,BEL,2012,118.081475872534,622.548745667558,,23556631.2677996,,15387932.8734549,14946950.4914482,,,,,53891514.6327027,,,0.6404720495104,,,0.29230671934763,,,0.00288661301192268,0.000117919013088747
non-dairy cattle,2048.0038112595607,475.47214707742137,1.58603446379279,0.18,2.77796013612166,5.68927294630429,Non-Dairy Cattle,BEL,2012,55.5770885646496,475.472147077421,,14897091.0302639,,59800786.5819086,39124211.5869401,,,,,113822089.199113,,,0.56897321405555,,,1.16525931089037,,,0.00288661301192268,0.000117919013088747
dairy cattle,463.91295568557354,621.7869487377047,4.14625374022716,0.24,22.71815703570706,10.53924737816387,Dairy Cattle,BEL,2013,117.981432386956,621.786948737705,,24218401.1434583,,15582166.4904751,14932547.3807172,,,,,54733115.0146506,,,0.64969954952707,,,0.30140403832869,,,0.00284137306241391,0.000111175611739811
non-dairy cattle,2011.7992391175962,472.30129323370795,1.57784195895951,0.18,2.78586874990421,5.60460863133877,Non-Dairy Cattle,BEL,2013,55.3685369889574,472.301293233708,,14779357.515324,,58823386.0934829,37787636.976632,,,,,111390380.585439,,,0.57497527722609,,,1.15673482523488,,,0.00284137306241391,0.000111175611739811
dairy cattle,478.0621502210066,621.6678051300685,4.1691226258333,0.24,22.78871993415258,10.8944244525053,Dairy Cattle,BEL,2014,118.021850376821,621.667805130069,,25017233.0385554,,16054824.789543,15349721.7361065,,,,,56421779.5642049,,,0.65158964698547,,,0.31150034769962,,,0.00278826090574656,0.000109576061661353
non-dairy cattle,2013.791536331684,465.2266941558461,1.5439757313554,0.18,2.78553164955099,5.60948006004982,Non-Dairy Cattle,BEL,2014,54.3729806766585,465.226694155846,,14980928.8512933,,57680588.9005816,36834330.5399062,,,,,109495848.291781,,,0.56891714676088,,,1.14568053502104,,,0.00278826090574656,0.000109576061661353
dairy cattle,483.4564410727341,620.9838388565609,4.20506239835267,0.24,23.28236775925628,11.25601065663661,Dairy Cattle,BEL,2015,117.840760957442,620.983838856561,,25529048.9267714,,16169001.8598875,15272824.1091286,,,,,56970874.8957875,,,0.65915115537269,,,0.31867087170546,,,0.00276170747711614,0.000110716150578283
non-dairy cattle,2027.0638685214278,466.7513912318225,1.55420210958202,0.18,2.80584378802438,5.68762456341952,Non-Dairy Cattle,BEL,2015,54.529969429985,466.751391231823,,15185092.3674784,,57924596.6181061,37426041.7975161,,,,,110535730.783101,,,0.56449795518024,,,1.14427340880009,,,0.00276170747711614,0.000110716150578283
dairy cattle,486.2427386746701,620.0828437260573,4.29877593812541,0.24,24.20188295721225,11.76798985019871,Dairy Cattle,BEL,2016,118.572227564706,620.082843726057,,26263282.9996889,,16296079.0134449,15095522.648685,,,,,57654884.6618188,,,0.67680911257508,,,0.32909351645848,,,0.00274076924074236,0.000111413283001869
non-dairy cattle,2029.347750103666,464.8171806499474,1.54749147362402,0.18,2.80753046904409,5.69745564070211,Non-Dairy Cattle,BEL,2016,54.3767898572251,464.817180649947,,15198747.6075179,,57656431.5940671,37494236.9530345,,,,,110349416.15462,,,0.55942484935956,,,1.1352675593999,,,0.00274076924074236,0.000111413283001869
dairy cattle,482.30015967925965,619.383381482146,4.35981557906141,0.24,24.77454909691956,11.94876898542596,Dairy Cattle,BEL,2017,119.735499607719,619.383381482146,,26674721.1406859,,16264707.2665088,14809022.1728841,,,,,57748450.5800788,,,0.69524165023597,,,0.33531515892448,,,0.00268527891387089,0.000105785983175219
non-dairy cattle,1951.1315279459207,463.49399259160884,1.53503837685937,0.18,2.83269115905277,5.52695302936154,Non-Dairy Cattle,BEL,2017,54.2771061891294,463.493992591609,,15002697.8380191,,55600237.1863193,35298838.1069406,,,,,105901773.131279,,,0.56851524012194,,,1.10924800911966,,,0.00268527891387089,0.000105785983175219
dairy cattle,492.9695035504906,619.1670582246409,4.40651711710744,0.24,25.11132241138092,12.37911614263476,Dairy Cattle,BEL,2018,120.758064686001,619.167058224641,,27658234.2474127,,16741315.8515876,15130493.0989758,,,,,59530043.1979761,,,0.70620219031377,,,0.34813614316525,,,0.00267265905374945,0.000106378644662022
non-dairy cattle,1928.3607958005787,462.9728545055799,1.5313514261469,0.18,2.82274381682812,5.44326851295984,Non-Dairy Cattle,BEL,2018,54.0938593731711,462.97285450558,,14738717.3387278,,54569241.5345567,35004518.8354884,,,,,104312477.708773,,,0.55897779163311,,,1.07791085910848,,,0.00267265905374945,0.000106378644662022
dairy cattle,497.0776642513267,619.0389427914054,4.45748289117785,0.24,25.54449964615166,12.69760021857791,Dairy Cattle,BEL,2019,121.410468522563,619.038942791405,,28137623.1101325,,16956630.5589504,15256178.449772,,,,,60350432.1188549,,,0.71306542356727,,,0.3544488952052,,,0.00265330968484651,0.000106863948697622
non-dairy cattle,1889.9983727736014,459.58087162947055,1.49257986345795,0.18,2.82248526811674,5.33449256391811,Non-Dairy Cattle,BEL,2019,53.8351596516917,459.580871629471,,14496462.7335558,,53013342.6860849,34238558.7300636,,,,,101748364.149704,,,0.55165751349173,,,1.04263180282771,,,0.00265330968484651,0.000106863948697622
dairy cattle,502.07466172024493,618.6195078118104,4.5465745543122,0.24,26.10436731825078,13.10634139073178,Dairy Cattle,BEL,2020,121.81848794374,618.619507811811,,28723028.314145,,17152193.8299876,15286753.9814924,,,,,61161976.125625,,,0.72182076805388,,,0.3624079179433,,,0.00262511296270426,0.000103845173110722
non-dairy cattle,1845.5814938696776,455.8638121805236,1.48341440702337,0.18,2.82456365181141,5.2129624040401,Non-Dairy Cattle,BEL,2020,53.4740780341455,455.863812180524,,14253145.8973804,,51379492.2997978,33058130.6243837,,,,,98690768.8215619,,,0.54685724803246,,,1.00926961675721,,,0.00262511296270426,0.000103845173110722
dairy cattle,502.92756913593627,618.3735770792457,4.5064893806073,0.24,25.9758416619113,13.06396690328503,Dairy Cattle,BEL,2021,122.434215824431,618.373577079246,,29063125.3576716,,17245305.3020472,15267111.8839269,,,,,61575542.5436458,,,0.72994225511977,,,0.36710808397699,,,0.00260330011785951,0.000103081945946514
non-dairy cattle,1817.9864727266167,452.692222325569,1.47844829883407,0.18,2.82846399498497,5.14210928147696,Non-Dairy Cattle,BEL,2021,53.2024282119476,452.692222325569,,14079173.4403931,,50238540.4617356,32403580.903401,,,,,96721294.8055297,,,0.54148927371666,,,0.98442017474344,,,0.00260330011785951,0.000103081945946514
dairy cattle,,,,,,,Dairy Cattle,BGR,1990,,,,,,,,,,,,,,,,,,,,,0.005726575142142,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,BGR,1990,,,,,,,,,,,,,,,,,,,,,0.005726575142142,0
mature dairy cattle,619.1445,588.0,4.039879664256,0.24,16.52791698520481,10.23316889784614,Dairy Cattle,BGR,1990,97.528,588,,28356291.0842016,,20253372.2158264,11774261.495972,,,,,60383924.796,,,0.61687226291428,,,0.38193306878593,,,0.005726575142142,0
other mature cattle,144.46543258179258,646.0325342489168,4.06282117068751,0.17,11.77375733173376,1.70090094604197,Non-Dairy Cattle,BGR,1990,65.1744,646.032534248917,,4421494.32879593,,3158035.37653629,1835918.18392657,,,,,9415447.88925878,,,0.41223320084569,,,0.05955344768475,,,0.005726575142142,0
growing cattle,830.5015674182076,237.17788389734216,2.60865559604972,0.17,7.55969230729428,6.27833631040727,Non-Dairy Cattle,BGR,1990,51.8489705832972,237.177883897342,,20221281.8685356,,14442973.0654291,8396396.40448415,,,,,43060651.3384489,,,0.32794881278704,,,0.27236200305258,,,0.005726575142142,0
dairy cattle,,,,,,,Dairy Cattle,BGR,1991,,,,,,,,,,,,,,,,,,,,,0.0057201004276118,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,BGR,1991,,,,,,,,,,,,,,,,,,,,,0.0057201004276118,0
mature dairy cattle,601.248,588.0,3.84471330505844,0.24,15.72945424591528,9.45730290644807,Dairy Cattle,BGR,1991,97.528,588,,27536646.6177024,,19667944.297367,11433924.0289306,,,,,58638514.944,,,0.61687226291429,,,0.37089321433269,,,0.0057201004276118,0
other mature cattle,135.54361225977283,646.0325342489168,4.06282117068751,0.17,11.77375733173377,1.59585759861318,Non-Dairy Cattle,BGR,1991,65.1744,646.032534248917,,4148434.00390463,,2963003.08613639,1722536.51282232,,,,,8833973.60286334,,,0.41223320084574,,,0.05587557713604,,,0.0057201004276118,0
growing cattle,779.2118877402272,237.17788389734218,2.60865559604972,0.17,7.55969230729428,5.89060211350205,Non-Dairy Cattle,BGR,1991,51.8489705832972,237.177883897342,,18972466.5617331,,13551011.5193162,7877856.16454926,,,,,40401334.2455985,,,0.32794881278705,,,0.25554161349396,,,0.0057201004276118,0
dairy cattle,,,,,,,Dairy Cattle,BGR,1992,,,,,,,,,,,,,,,,,,,,,0.00559136333654905,0
non-dairy cattle,,,,,,,Non-Dairy Cattle,BGR,1992,,,,,,,,,,,,,,,,,,,,,0.00559136333654905,0
mature dairy cattle,585.295,588.0,3.75575887446911,0.24,15.36552473156494,8.9933647977613,Dairy Cattle,BGR,1992,97.528,588,,26806012.796896,,19146091.8914116,11130546.0716924,,,,,57082650.76,,,0.61687226291429,,,0.36105225112242,,,0.00559136333654905,0
other mature cattle,118.30000502121274,646.0325342489169,4.06282117068751,0.17,11.77375733173373,1.39283555146264,Non-Dairy Cattle,BGR,1992,65.1744,646.032534248917,,3620677.91547073,,2586055.32288764,1503398.60889616,,,,,7710131.84725453,,,0.41223320084573,,,0.04876718972996,,,0.00559136333654905,0
growing cattle,680.0819949787873,237.1778838973422,2.60865559604972,0.17,7.55969230729429,5.14121062577049,Non-Dairy Cattle,BGR,1992,51.8489705832972,237.177883897342,,16558824.5148453,,11827076.9389358,6875649.8981041,,,,,35261551.3518852,,,0.32794881278705,,,0.22303208285114,,,0.00559136333654905,0
